utterance_id,speaker_id,audio_path,label_path,transcript_path,split
sm04060105417,sm04,data\raw\wav_sm04\sm04060105417.wav,data\labels\lab_sm04\sm04060105417.lab,data\transcripts\txt_sm04\sm04060105417.txt,train
sm04060105418,sm04,data\raw\wav_sm04\sm04060105418.wav,data\labels\lab_sm04\sm04060105418.lab,data\transcripts\txt_sm04\sm04060105418.txt,train
sm04060105419,sm04,data\raw\wav_sm04\sm04060105419.wav,data\labels\lab_sm04\sm04060105419.lab,data\transcripts\txt_sm04\sm04060105419.txt,test
sm04060105420,sm04,data\raw\wav_sm04\sm04060105420.wav,data\labels\lab_sm04\sm04060105420.lab,data\transcripts\txt_sm04\sm04060105420.txt,train
sm04060105421,sm04,data\raw\wav_sm04\sm04060105421.wav,data\labels\lab_sm04\sm04060105421.lab,data\transcripts\txt_sm04\sm04060105421.txt,test
sm04060105422,sm04,data\raw\wav_sm04\sm04060105422.wav,data\labels\lab_sm04\sm04060105422.lab,data\transcripts\txt_sm04\sm04060105422.txt,train
sm04060105423,sm04,data\raw\wav_sm04\sm04060105423.wav,data\labels\lab_sm04\sm04060105423.lab,data\transcripts\txt_sm04\sm04060105423.txt,train
sm04060105424,sm04,data\raw\wav_sm04\sm04060105424.wav,data\labels\lab_sm04\sm04060105424.lab,data\transcripts\txt_sm04\sm04060105424.txt,train
sm04060105425,sm04,data\raw\wav_sm04\sm04060105425.wav,data\labels\lab_sm04\sm04060105425.lab,data\transcripts\txt_sm04\sm04060105425.txt,train
sm04060105426,sm04,data\raw\wav_sm04\sm04060105426.wav,data\labels\lab_sm04\sm04060105426.lab,data\transcripts\txt_sm04\sm04060105426.txt,test
sm04060105427,sm04,data\raw\wav_sm04\sm04060105427.wav,data\labels\lab_sm04\sm04060105427.lab,data\transcripts\txt_sm04\sm04060105427.txt,train
sm04060105428,sm04,data\raw\wav_sm04\sm04060105428.wav,data\labels\lab_sm04\sm04060105428.lab,data\transcripts\txt_sm04\sm04060105428.txt,train
sm04060105429,sm04,data\raw\wav_sm04\sm04060105429.wav,data\labels\lab_sm04\sm04060105429.lab,data\transcripts\txt_sm04\sm04060105429.txt,train
sm04060105430,sm04,data\raw\wav_sm04\sm04060105430.wav,data\labels\lab_sm04\sm04060105430.lab,data\transcripts\txt_sm04\sm04060105430.txt,train
sm04060105431,sm04,data\raw\wav_sm04\sm04060105431.wav,data\labels\lab_sm04\sm04060105431.lab,data\transcripts\txt_sm04\sm04060105431.txt,test
sm04060105432,sm04,data\raw\wav_sm04\sm04060105432.wav,data\labels\lab_sm04\sm04060105432.lab,data\transcripts\txt_sm04\sm04060105432.txt,train
sm04060105433,sm04,data\raw\wav_sm04\sm04060105433.wav,data\labels\lab_sm04\sm04060105433.lab,data\transcripts\txt_sm04\sm04060105433.txt,train
sm04060105434,sm04,data\raw\wav_sm04\sm04060105434.wav,data\labels\lab_sm04\sm04060105434.lab,data\transcripts\txt_sm04\sm04060105434.txt,train
sm04060105435,sm04,data\raw\wav_sm04\sm04060105435.wav,data\labels\lab_sm04\sm04060105435.lab,data\transcripts\txt_sm04\sm04060105435.txt,train
sm04060105436,sm04,data\raw\wav_sm04\sm04060105436.wav,data\labels\lab_sm04\sm04060105436.lab,data\transcripts\txt_sm04\sm04060105436.txt,val
sm04060105437,sm04,data\raw\wav_sm04\sm04060105437.wav,data\labels\lab_sm04\sm04060105437.lab,data\transcripts\txt_sm04\sm04060105437.txt,train
sm04060105438,sm04,data\raw\wav_sm04\sm04060105438.wav,data\labels\lab_sm04\sm04060105438.lab,data\transcripts\txt_sm04\sm04060105438.txt,test
sm04060105439,sm04,data\raw\wav_sm04\sm04060105439.wav,data\labels\lab_sm04\sm04060105439.lab,data\transcripts\txt_sm04\sm04060105439.txt,train
sm04060105440,sm04,data\raw\wav_sm04\sm04060105440.wav,data\labels\lab_sm04\sm04060105440.lab,data\transcripts\txt_sm04\sm04060105440.txt,val
sm04060105441,sm04,data\raw\wav_sm04\sm04060105441.wav,data\labels\lab_sm04\sm04060105441.lab,data\transcripts\txt_sm04\sm04060105441.txt,train
sm04060105442,sm04,data\raw\wav_sm04\sm04060105442.wav,data\labels\lab_sm04\sm04060105442.lab,data\transcripts\txt_sm04\sm04060105442.txt,test
sm04060105444,sm04,data\raw\wav_sm04\sm04060105444.wav,data\labels\lab_sm04\sm04060105444.lab,data\transcripts\txt_sm04\sm04060105444.txt,train
sm04060105445,sm04,data\raw\wav_sm04\sm04060105445.wav,data\labels\lab_sm04\sm04060105445.lab,data\transcripts\txt_sm04\sm04060105445.txt,test
sm04060105446,sm04,data\raw\wav_sm04\sm04060105446.wav,data\labels\lab_sm04\sm04060105446.lab,data\transcripts\txt_sm04\sm04060105446.txt,test
sm04060105447,sm04,data\raw\wav_sm04\sm04060105447.wav,data\labels\lab_sm04\sm04060105447.lab,data\transcripts\txt_sm04\sm04060105447.txt,train
sm04060105448,sm04,data\raw\wav_sm04\sm04060105448.wav,data\labels\lab_sm04\sm04060105448.lab,data\transcripts\txt_sm04\sm04060105448.txt,train
sm04060105449,sm04,data\raw\wav_sm04\sm04060105449.wav,data\labels\lab_sm04\sm04060105449.lab,data\transcripts\txt_sm04\sm04060105449.txt,train
sm04060105450,sm04,data\raw\wav_sm04\sm04060105450.wav,data\labels\lab_sm04\sm04060105450.lab,data\transcripts\txt_sm04\sm04060105450.txt,train
sm04060105451,sm04,data\raw\wav_sm04\sm04060105451.wav,data\labels\lab_sm04\sm04060105451.lab,data\transcripts\txt_sm04\sm04060105451.txt,val
sm04060105452,sm04,data\raw\wav_sm04\sm04060105452.wav,data\labels\lab_sm04\sm04060105452.lab,data\transcripts\txt_sm04\sm04060105452.txt,train
sm04060105453,sm04,data\raw\wav_sm04\sm04060105453.wav,data\labels\lab_sm04\sm04060105453.lab,data\transcripts\txt_sm04\sm04060105453.txt,test
sm04060105454,sm04,data\raw\wav_sm04\sm04060105454.wav,data\labels\lab_sm04\sm04060105454.lab,data\transcripts\txt_sm04\sm04060105454.txt,test
sm04060105455,sm04,data\raw\wav_sm04\sm04060105455.wav,data\labels\lab_sm04\sm04060105455.lab,data\transcripts\txt_sm04\sm04060105455.txt,val
sm04060105456,sm04,data\raw\wav_sm04\sm04060105456.wav,data\labels\lab_sm04\sm04060105456.lab,data\transcripts\txt_sm04\sm04060105456.txt,train
sm04060105457,sm04,data\raw\wav_sm04\sm04060105457.wav,data\labels\lab_sm04\sm04060105457.lab,data\transcripts\txt_sm04\sm04060105457.txt,train
sm04060105458,sm04,data\raw\wav_sm04\sm04060105458.wav,data\labels\lab_sm04\sm04060105458.lab,data\transcripts\txt_sm04\sm04060105458.txt,train
sm04060105459,sm04,data\raw\wav_sm04\sm04060105459.wav,data\labels\lab_sm04\sm04060105459.lab,data\transcripts\txt_sm04\sm04060105459.txt,train
sm04060105460,sm04,data\raw\wav_sm04\sm04060105460.wav,data\labels\lab_sm04\sm04060105460.lab,data\transcripts\txt_sm04\sm04060105460.txt,test
sm04060105461,sm04,data\raw\wav_sm04\sm04060105461.wav,data\labels\lab_sm04\sm04060105461.lab,data\transcripts\txt_sm04\sm04060105461.txt,test
sm04060105462,sm04,data\raw\wav_sm04\sm04060105462.wav,data\labels\lab_sm04\sm04060105462.lab,data\transcripts\txt_sm04\sm04060105462.txt,test
sm04060105463,sm04,data\raw\wav_sm04\sm04060105463.wav,data\labels\lab_sm04\sm04060105463.lab,data\transcripts\txt_sm04\sm04060105463.txt,train
sm04060105464,sm04,data\raw\wav_sm04\sm04060105464.wav,data\labels\lab_sm04\sm04060105464.lab,data\transcripts\txt_sm04\sm04060105464.txt,test
sm04060105465,sm04,data\raw\wav_sm04\sm04060105465.wav,data\labels\lab_sm04\sm04060105465.lab,data\transcripts\txt_sm04\sm04060105465.txt,train
sm04060105466,sm04,data\raw\wav_sm04\sm04060105466.wav,data\labels\lab_sm04\sm04060105466.lab,data\transcripts\txt_sm04\sm04060105466.txt,val
sm04060105467,sm04,data\raw\wav_sm04\sm04060105467.wav,data\labels\lab_sm04\sm04060105467.lab,data\transcripts\txt_sm04\sm04060105467.txt,test
sm04060105468,sm04,data\raw\wav_sm04\sm04060105468.wav,data\labels\lab_sm04\sm04060105468.lab,data\transcripts\txt_sm04\sm04060105468.txt,test
sm04060105469,sm04,data\raw\wav_sm04\sm04060105469.wav,data\labels\lab_sm04\sm04060105469.lab,data\transcripts\txt_sm04\sm04060105469.txt,train
sm04060105470,sm04,data\raw\wav_sm04\sm04060105470.wav,data\labels\lab_sm04\sm04060105470.lab,data\transcripts\txt_sm04\sm04060105470.txt,train
sm04060105471,sm04,data\raw\wav_sm04\sm04060105471.wav,data\labels\lab_sm04\sm04060105471.lab,data\transcripts\txt_sm04\sm04060105471.txt,train
sm04060105472,sm04,data\raw\wav_sm04\sm04060105472.wav,data\labels\lab_sm04\sm04060105472.lab,data\transcripts\txt_sm04\sm04060105472.txt,train
sm04060105473,sm04,data\raw\wav_sm04\sm04060105473.wav,data\labels\lab_sm04\sm04060105473.lab,data\transcripts\txt_sm04\sm04060105473.txt,train
sm04060105474,sm04,data\raw\wav_sm04\sm04060105474.wav,data\labels\lab_sm04\sm04060105474.lab,data\transcripts\txt_sm04\sm04060105474.txt,train
sm04060105475,sm04,data\raw\wav_sm04\sm04060105475.wav,data\labels\lab_sm04\sm04060105475.lab,data\transcripts\txt_sm04\sm04060105475.txt,train
sm04060105476,sm04,data\raw\wav_sm04\sm04060105476.wav,data\labels\lab_sm04\sm04060105476.lab,data\transcripts\txt_sm04\sm04060105476.txt,train
sm04060105477,sm04,data\raw\wav_sm04\sm04060105477.wav,data\labels\lab_sm04\sm04060105477.lab,data\transcripts\txt_sm04\sm04060105477.txt,test
sm04060105478,sm04,data\raw\wav_sm04\sm04060105478.wav,data\labels\lab_sm04\sm04060105478.lab,data\transcripts\txt_sm04\sm04060105478.txt,train
sm04060105479,sm04,data\raw\wav_sm04\sm04060105479.wav,data\labels\lab_sm04\sm04060105479.lab,data\transcripts\txt_sm04\sm04060105479.txt,train
sm04060105480,sm04,data\raw\wav_sm04\sm04060105480.wav,data\labels\lab_sm04\sm04060105480.lab,data\transcripts\txt_sm04\sm04060105480.txt,train
sm04060105481,sm04,data\raw\wav_sm04\sm04060105481.wav,data\labels\lab_sm04\sm04060105481.lab,data\transcripts\txt_sm04\sm04060105481.txt,val
sm04060105482,sm04,data\raw\wav_sm04\sm04060105482.wav,data\labels\lab_sm04\sm04060105482.lab,data\transcripts\txt_sm04\sm04060105482.txt,train
sm04060105483,sm04,data\raw\wav_sm04\sm04060105483.wav,data\labels\lab_sm04\sm04060105483.lab,data\transcripts\txt_sm04\sm04060105483.txt,train
sm04060105484,sm04,data\raw\wav_sm04\sm04060105484.wav,data\labels\lab_sm04\sm04060105484.lab,data\transcripts\txt_sm04\sm04060105484.txt,train
sm04060105485,sm04,data\raw\wav_sm04\sm04060105485.wav,data\labels\lab_sm04\sm04060105485.lab,data\transcripts\txt_sm04\sm04060105485.txt,train
sm04060105486,sm04,data\raw\wav_sm04\sm04060105486.wav,data\labels\lab_sm04\sm04060105486.lab,data\transcripts\txt_sm04\sm04060105486.txt,train
sm04060105487,sm04,data\raw\wav_sm04\sm04060105487.wav,data\labels\lab_sm04\sm04060105487.lab,data\transcripts\txt_sm04\sm04060105487.txt,train
sm04060105488,sm04,data\raw\wav_sm04\sm04060105488.wav,data\labels\lab_sm04\sm04060105488.lab,data\transcripts\txt_sm04\sm04060105488.txt,train
sm04060105489,sm04,data\raw\wav_sm04\sm04060105489.wav,data\labels\lab_sm04\sm04060105489.lab,data\transcripts\txt_sm04\sm04060105489.txt,test
sm04060105490,sm04,data\raw\wav_sm04\sm04060105490.wav,data\labels\lab_sm04\sm04060105490.lab,data\transcripts\txt_sm04\sm04060105490.txt,train
sm04060105491,sm04,data\raw\wav_sm04\sm04060105491.wav,data\labels\lab_sm04\sm04060105491.lab,data\transcripts\txt_sm04\sm04060105491.txt,test
sm04060105492,sm04,data\raw\wav_sm04\sm04060105492.wav,data\labels\lab_sm04\sm04060105492.lab,data\transcripts\txt_sm04\sm04060105492.txt,train
sm04060105493,sm04,data\raw\wav_sm04\sm04060105493.wav,data\labels\lab_sm04\sm04060105493.lab,data\transcripts\txt_sm04\sm04060105493.txt,train
sm04060105494,sm04,data\raw\wav_sm04\sm04060105494.wav,data\labels\lab_sm04\sm04060105494.lab,data\transcripts\txt_sm04\sm04060105494.txt,train
sm04060105495,sm04,data\raw\wav_sm04\sm04060105495.wav,data\labels\lab_sm04\sm04060105495.lab,data\transcripts\txt_sm04\sm04060105495.txt,val
sm04060105496,sm04,data\raw\wav_sm04\sm04060105496.wav,data\labels\lab_sm04\sm04060105496.lab,data\transcripts\txt_sm04\sm04060105496.txt,val
sm04060105497,sm04,data\raw\wav_sm04\sm04060105497.wav,data\labels\lab_sm04\sm04060105497.lab,data\transcripts\txt_sm04\sm04060105497.txt,train
sm04060105498,sm04,data\raw\wav_sm04\sm04060105498.wav,data\labels\lab_sm04\sm04060105498.lab,data\transcripts\txt_sm04\sm04060105498.txt,train
sm04060105499,sm04,data\raw\wav_sm04\sm04060105499.wav,data\labels\lab_sm04\sm04060105499.lab,data\transcripts\txt_sm04\sm04060105499.txt,train
sm04060105500,sm04,data\raw\wav_sm04\sm04060105500.wav,data\labels\lab_sm04\sm04060105500.lab,data\transcripts\txt_sm04\sm04060105500.txt,train
sm04060105501,sm04,data\raw\wav_sm04\sm04060105501.wav,data\labels\lab_sm04\sm04060105501.lab,data\transcripts\txt_sm04\sm04060105501.txt,train
sm04060105502,sm04,data\raw\wav_sm04\sm04060105502.wav,data\labels\lab_sm04\sm04060105502.lab,data\transcripts\txt_sm04\sm04060105502.txt,train
sm04060105503,sm04,data\raw\wav_sm04\sm04060105503.wav,data\labels\lab_sm04\sm04060105503.lab,data\transcripts\txt_sm04\sm04060105503.txt,train
sm04060105504,sm04,data\raw\wav_sm04\sm04060105504.wav,data\labels\lab_sm04\sm04060105504.lab,data\transcripts\txt_sm04\sm04060105504.txt,test
sm04060105505,sm04,data\raw\wav_sm04\sm04060105505.wav,data\labels\lab_sm04\sm04060105505.lab,data\transcripts\txt_sm04\sm04060105505.txt,train
sm04060105506,sm04,data\raw\wav_sm04\sm04060105506.wav,data\labels\lab_sm04\sm04060105506.lab,data\transcripts\txt_sm04\sm04060105506.txt,train
sm04060105507,sm04,data\raw\wav_sm04\sm04060105507.wav,data\labels\lab_sm04\sm04060105507.lab,data\transcripts\txt_sm04\sm04060105507.txt,train
sm04060105508,sm04,data\raw\wav_sm04\sm04060105508.wav,data\labels\lab_sm04\sm04060105508.lab,data\transcripts\txt_sm04\sm04060105508.txt,train
sm04060105509,sm04,data\raw\wav_sm04\sm04060105509.wav,data\labels\lab_sm04\sm04060105509.lab,data\transcripts\txt_sm04\sm04060105509.txt,train
sm04060105510,sm04,data\raw\wav_sm04\sm04060105510.wav,data\labels\lab_sm04\sm04060105510.lab,data\transcripts\txt_sm04\sm04060105510.txt,train
sm04060105511,sm04,data\raw\wav_sm04\sm04060105511.wav,data\labels\lab_sm04\sm04060105511.lab,data\transcripts\txt_sm04\sm04060105511.txt,test
sm04060105512,sm04,data\raw\wav_sm04\sm04060105512.wav,data\labels\lab_sm04\sm04060105512.lab,data\transcripts\txt_sm04\sm04060105512.txt,test
sm04060105513,sm04,data\raw\wav_sm04\sm04060105513.wav,data\labels\lab_sm04\sm04060105513.lab,data\transcripts\txt_sm04\sm04060105513.txt,train
sm04060105514,sm04,data\raw\wav_sm04\sm04060105514.wav,data\labels\lab_sm04\sm04060105514.lab,data\transcripts\txt_sm04\sm04060105514.txt,test
sm04060105515,sm04,data\raw\wav_sm04\sm04060105515.wav,data\labels\lab_sm04\sm04060105515.lab,data\transcripts\txt_sm04\sm04060105515.txt,val
sm04060105516,sm04,data\raw\wav_sm04\sm04060105516.wav,data\labels\lab_sm04\sm04060105516.lab,data\transcripts\txt_sm04\sm04060105516.txt,val
sm04060105517,sm04,data\raw\wav_sm04\sm04060105517.wav,data\labels\lab_sm04\sm04060105517.lab,data\transcripts\txt_sm04\sm04060105517.txt,train
sm04060105518,sm04,data\raw\wav_sm04\sm04060105518.wav,data\labels\lab_sm04\sm04060105518.lab,data\transcripts\txt_sm04\sm04060105518.txt,train
sm04060105519,sm04,data\raw\wav_sm04\sm04060105519.wav,data\labels\lab_sm04\sm04060105519.lab,data\transcripts\txt_sm04\sm04060105519.txt,val
sm04060105520,sm04,data\raw\wav_sm04\sm04060105520.wav,data\labels\lab_sm04\sm04060105520.lab,data\transcripts\txt_sm04\sm04060105520.txt,train
sm04060105521,sm04,data\raw\wav_sm04\sm04060105521.wav,data\labels\lab_sm04\sm04060105521.lab,data\transcripts\txt_sm04\sm04060105521.txt,train
sm04060105522,sm04,data\raw\wav_sm04\sm04060105522.wav,data\labels\lab_sm04\sm04060105522.lab,data\transcripts\txt_sm04\sm04060105522.txt,train
sm04060105523,sm04,data\raw\wav_sm04\sm04060105523.wav,data\labels\lab_sm04\sm04060105523.lab,data\transcripts\txt_sm04\sm04060105523.txt,val
sm04060105524,sm04,data\raw\wav_sm04\sm04060105524.wav,data\labels\lab_sm04\sm04060105524.lab,data\transcripts\txt_sm04\sm04060105524.txt,train
sm04060105525,sm04,data\raw\wav_sm04\sm04060105525.wav,data\labels\lab_sm04\sm04060105525.lab,data\transcripts\txt_sm04\sm04060105525.txt,train
sm04060105526,sm04,data\raw\wav_sm04\sm04060105526.wav,data\labels\lab_sm04\sm04060105526.lab,data\transcripts\txt_sm04\sm04060105526.txt,test
sm04060105527,sm04,data\raw\wav_sm04\sm04060105527.wav,data\labels\lab_sm04\sm04060105527.lab,data\transcripts\txt_sm04\sm04060105527.txt,train
sm04060105528,sm04,data\raw\wav_sm04\sm04060105528.wav,data\labels\lab_sm04\sm04060105528.lab,data\transcripts\txt_sm04\sm04060105528.txt,train
sm04060105529,sm04,data\raw\wav_sm04\sm04060105529.wav,data\labels\lab_sm04\sm04060105529.lab,data\transcripts\txt_sm04\sm04060105529.txt,train
sm04060105530,sm04,data\raw\wav_sm04\sm04060105530.wav,data\labels\lab_sm04\sm04060105530.lab,data\transcripts\txt_sm04\sm04060105530.txt,test
sm04060105531,sm04,data\raw\wav_sm04\sm04060105531.wav,data\labels\lab_sm04\sm04060105531.lab,data\transcripts\txt_sm04\sm04060105531.txt,train
sm04060402301,sm04,data\raw\wav_sm04\sm04060402301.wav,data\labels\lab_sm04\sm04060402301.lab,data\transcripts\txt_sm04\sm04060402301.txt,train
sm04060402302,sm04,data\raw\wav_sm04\sm04060402302.wav,data\labels\lab_sm04\sm04060402302.lab,data\transcripts\txt_sm04\sm04060402302.txt,train
sm04060402303,sm04,data\raw\wav_sm04\sm04060402303.wav,data\labels\lab_sm04\sm04060402303.lab,data\transcripts\txt_sm04\sm04060402303.txt,train
sm04060402304,sm04,data\raw\wav_sm04\sm04060402304.wav,data\labels\lab_sm04\sm04060402304.lab,data\transcripts\txt_sm04\sm04060402304.txt,train
sm04060402601,sm04,data\raw\wav_sm04\sm04060402601.wav,data\labels\lab_sm04\sm04060402601.lab,data\transcripts\txt_sm04\sm04060402601.txt,test
sm04060402602,sm04,data\raw\wav_sm04\sm04060402602.wav,data\labels\lab_sm04\sm04060402602.lab,data\transcripts\txt_sm04\sm04060402602.txt,test
sm04060402603,sm04,data\raw\wav_sm04\sm04060402603.wav,data\labels\lab_sm04\sm04060402603.lab,data\transcripts\txt_sm04\sm04060402603.txt,train
sm04060402604,sm04,data\raw\wav_sm04\sm04060402604.wav,data\labels\lab_sm04\sm04060402604.lab,data\transcripts\txt_sm04\sm04060402604.txt,train
sm04060402605,sm04,data\raw\wav_sm04\sm04060402605.wav,data\labels\lab_sm04\sm04060402605.lab,data\transcripts\txt_sm04\sm04060402605.txt,train
sm04060402606,sm04,data\raw\wav_sm04\sm04060402606.wav,data\labels\lab_sm04\sm04060402606.lab,data\transcripts\txt_sm04\sm04060402606.txt,train
sm04060402607,sm04,data\raw\wav_sm04\sm04060402607.wav,data\labels\lab_sm04\sm04060402607.lab,data\transcripts\txt_sm04\sm04060402607.txt,train
sm04060402608,sm04,data\raw\wav_sm04\sm04060402608.wav,data\labels\lab_sm04\sm04060402608.lab,data\transcripts\txt_sm04\sm04060402608.txt,train
sm04060402609,sm04,data\raw\wav_sm04\sm04060402609.wav,data\labels\lab_sm04\sm04060402609.lab,data\transcripts\txt_sm04\sm04060402609.txt,train
sm04060402610,sm04,data\raw\wav_sm04\sm04060402610.wav,data\labels\lab_sm04\sm04060402610.lab,data\transcripts\txt_sm04\sm04060402610.txt,train
sm04060402611,sm04,data\raw\wav_sm04\sm04060402611.wav,data\labels\lab_sm04\sm04060402611.lab,data\transcripts\txt_sm04\sm04060402611.txt,test
sm04060402612,sm04,data\raw\wav_sm04\sm04060402612.wav,data\labels\lab_sm04\sm04060402612.lab,data\transcripts\txt_sm04\sm04060402612.txt,val
sm04060502301,sm04,data\raw\wav_sm04\sm04060502301.wav,data\labels\lab_sm04\sm04060502301.lab,data\transcripts\txt_sm04\sm04060502301.txt,train
sm04060502302,sm04,data\raw\wav_sm04\sm04060502302.wav,data\labels\lab_sm04\sm04060502302.lab,data\transcripts\txt_sm04\sm04060502302.txt,train
sm04060502303,sm04,data\raw\wav_sm04\sm04060502303.wav,data\labels\lab_sm04\sm04060502303.lab,data\transcripts\txt_sm04\sm04060502303.txt,train
sm04060502304,sm04,data\raw\wav_sm04\sm04060502304.wav,data\labels\lab_sm04\sm04060502304.lab,data\transcripts\txt_sm04\sm04060502304.txt,train
sm04060502305,sm04,data\raw\wav_sm04\sm04060502305.wav,data\labels\lab_sm04\sm04060502305.lab,data\transcripts\txt_sm04\sm04060502305.txt,train
sm04060502306,sm04,data\raw\wav_sm04\sm04060502306.wav,data\labels\lab_sm04\sm04060502306.lab,data\transcripts\txt_sm04\sm04060502306.txt,train
sm04060602201,sm04,data\raw\wav_sm04\sm04060602201.wav,data\labels\lab_sm04\sm04060602201.lab,data\transcripts\txt_sm04\sm04060602201.txt,train
sm04060602202,sm04,data\raw\wav_sm04\sm04060602202.wav,data\labels\lab_sm04\sm04060602202.lab,data\transcripts\txt_sm04\sm04060602202.txt,train
sm04060602203,sm04,data\raw\wav_sm04\sm04060602203.wav,data\labels\lab_sm04\sm04060602203.lab,data\transcripts\txt_sm04\sm04060602203.txt,train
sm04060602204,sm04,data\raw\wav_sm04\sm04060602204.wav,data\labels\lab_sm04\sm04060602204.lab,data\transcripts\txt_sm04\sm04060602204.txt,test
sm04060602205,sm04,data\raw\wav_sm04\sm04060602205.wav,data\labels\lab_sm04\sm04060602205.lab,data\transcripts\txt_sm04\sm04060602205.txt,train
sm04060602206,sm04,data\raw\wav_sm04\sm04060602206.wav,data\labels\lab_sm04\sm04060602206.lab,data\transcripts\txt_sm04\sm04060602206.txt,val
sm04060602207,sm04,data\raw\wav_sm04\sm04060602207.wav,data\labels\lab_sm04\sm04060602207.lab,data\transcripts\txt_sm04\sm04060602207.txt,train
sm04060602208,sm04,data\raw\wav_sm04\sm04060602208.wav,data\labels\lab_sm04\sm04060602208.lab,data\transcripts\txt_sm04\sm04060602208.txt,train
sm04060602301,sm04,data\raw\wav_sm04\sm04060602301.wav,data\labels\lab_sm04\sm04060602301.lab,data\transcripts\txt_sm04\sm04060602301.txt,train
sm04060602302,sm04,data\raw\wav_sm04\sm04060602302.wav,data\labels\lab_sm04\sm04060602302.lab,data\transcripts\txt_sm04\sm04060602302.txt,test
sm04060602303,sm04,data\raw\wav_sm04\sm04060602303.wav,data\labels\lab_sm04\sm04060602303.lab,data\transcripts\txt_sm04\sm04060602303.txt,test
sm04060602304,sm04,data\raw\wav_sm04\sm04060602304.wav,data\labels\lab_sm04\sm04060602304.lab,data\transcripts\txt_sm04\sm04060602304.txt,train
sm04060602305,sm04,data\raw\wav_sm04\sm04060602305.wav,data\labels\lab_sm04\sm04060602305.lab,data\transcripts\txt_sm04\sm04060602305.txt,train
sm04070105101,sm04,data\raw\wav_sm04\sm04070105101.wav,data\labels\lab_sm04\sm04070105101.lab,data\transcripts\txt_sm04\sm04070105101.txt,train
sm04070105102,sm04,data\raw\wav_sm04\sm04070105102.wav,data\labels\lab_sm04\sm04070105102.lab,data\transcripts\txt_sm04\sm04070105102.txt,train
sm04070105103,sm04,data\raw\wav_sm04\sm04070105103.wav,data\labels\lab_sm04\sm04070105103.lab,data\transcripts\txt_sm04\sm04070105103.txt,train
sm04070105104,sm04,data\raw\wav_sm04\sm04070105104.wav,data\labels\lab_sm04\sm04070105104.lab,data\transcripts\txt_sm04\sm04070105104.txt,val
sm04070105105,sm04,data\raw\wav_sm04\sm04070105105.wav,data\labels\lab_sm04\sm04070105105.lab,data\transcripts\txt_sm04\sm04070105105.txt,train
sm04070105106,sm04,data\raw\wav_sm04\sm04070105106.wav,data\labels\lab_sm04\sm04070105106.lab,data\transcripts\txt_sm04\sm04070105106.txt,train
sm04070105107,sm04,data\raw\wav_sm04\sm04070105107.wav,data\labels\lab_sm04\sm04070105107.lab,data\transcripts\txt_sm04\sm04070105107.txt,val
sm04070105108,sm04,data\raw\wav_sm04\sm04070105108.wav,data\labels\lab_sm04\sm04070105108.lab,data\transcripts\txt_sm04\sm04070105108.txt,train
sm04070105109,sm04,data\raw\wav_sm04\sm04070105109.wav,data\labels\lab_sm04\sm04070105109.lab,data\transcripts\txt_sm04\sm04070105109.txt,train
sm04070105110,sm04,data\raw\wav_sm04\sm04070105110.wav,data\labels\lab_sm04\sm04070105110.lab,data\transcripts\txt_sm04\sm04070105110.txt,train
sm04070105111,sm04,data\raw\wav_sm04\sm04070105111.wav,data\labels\lab_sm04\sm04070105111.lab,data\transcripts\txt_sm04\sm04070105111.txt,val
sm04070105112,sm04,data\raw\wav_sm04\sm04070105112.wav,data\labels\lab_sm04\sm04070105112.lab,data\transcripts\txt_sm04\sm04070105112.txt,test
sm04070105113,sm04,data\raw\wav_sm04\sm04070105113.wav,data\labels\lab_sm04\sm04070105113.lab,data\transcripts\txt_sm04\sm04070105113.txt,train
sm04070105114,sm04,data\raw\wav_sm04\sm04070105114.wav,data\labels\lab_sm04\sm04070105114.lab,data\transcripts\txt_sm04\sm04070105114.txt,test
sm04070105115,sm04,data\raw\wav_sm04\sm04070105115.wav,data\labels\lab_sm04\sm04070105115.lab,data\transcripts\txt_sm04\sm04070105115.txt,test
sm04070105116,sm04,data\raw\wav_sm04\sm04070105116.wav,data\labels\lab_sm04\sm04070105116.lab,data\transcripts\txt_sm04\sm04070105116.txt,train
sm04070105117,sm04,data\raw\wav_sm04\sm04070105117.wav,data\labels\lab_sm04\sm04070105117.lab,data\transcripts\txt_sm04\sm04070105117.txt,train
sm04070105118,sm04,data\raw\wav_sm04\sm04070105118.wav,data\labels\lab_sm04\sm04070105118.lab,data\transcripts\txt_sm04\sm04070105118.txt,test
sm04070105119,sm04,data\raw\wav_sm04\sm04070105119.wav,data\labels\lab_sm04\sm04070105119.lab,data\transcripts\txt_sm04\sm04070105119.txt,train
sm04070105120,sm04,data\raw\wav_sm04\sm04070105120.wav,data\labels\lab_sm04\sm04070105120.lab,data\transcripts\txt_sm04\sm04070105120.txt,train
sm04070105121,sm04,data\raw\wav_sm04\sm04070105121.wav,data\labels\lab_sm04\sm04070105121.lab,data\transcripts\txt_sm04\sm04070105121.txt,test
sm04070105122,sm04,data\raw\wav_sm04\sm04070105122.wav,data\labels\lab_sm04\sm04070105122.lab,data\transcripts\txt_sm04\sm04070105122.txt,train
sm04070105123,sm04,data\raw\wav_sm04\sm04070105123.wav,data\labels\lab_sm04\sm04070105123.lab,data\transcripts\txt_sm04\sm04070105123.txt,train
