utterance_id,speaker_id,audio_path,label_path,transcript_path,split
m01180402308,m01,data\raw\audio_m\m01\m01180402308.wav,data\labels\uniform_audio_mz\m01180402308.lab,data\transcripts\text\m01\m01180402308.txt,val
m01180402501,m01,data\raw\audio_m\m01\m01180402501.wav,data\labels\uniform_audio_mz\m01180402501.lab,data\transcripts\text\m01\m01180402501.txt,train
m01180402502,m01,data\raw\audio_m\m01\m01180402502.wav,data\labels\uniform_audio_mz\m01180402502.lab,data\transcripts\text\m01\m01180402502.txt,val
m01180402503,m01,data\raw\audio_m\m01\m01180402503.wav,data\labels\uniform_audio_mz\m01180402503.lab,data\transcripts\text\m01\m01180402503.txt,train
m01180402504,m01,data\raw\audio_m\m01\m01180402504.wav,data\labels\uniform_audio_mz\m01180402504.lab,data\transcripts\text\m01\m01180402504.txt,test
m01180402505,m01,data\raw\audio_m\m01\m01180402505.wav,data\labels\uniform_audio_mz\m01180402505.lab,data\transcripts\text\m01\m01180402505.txt,train
m01180402506,m01,data\raw\audio_m\m01\m01180402506.wav,data\labels\uniform_audio_mz\m01180402506.lab,data\transcripts\text\m01\m01180402506.txt,train
m01180402507,m01,data\raw\audio_m\m01\m01180402507.wav,data\labels\uniform_audio_mz\m01180402507.lab,data\transcripts\text\m01\m01180402507.txt,train
m01180402508,m01,data\raw\audio_m\m01\m01180402508.wav,data\labels\uniform_audio_mz\m01180402508.lab,data\transcripts\text\m01\m01180402508.txt,test
m01180402509,m01,data\raw\audio_m\m01\m01180402509.wav,data\labels\uniform_audio_mz\m01180402509.lab,data\transcripts\text\m01\m01180402509.txt,train
m01180402510,m01,data\raw\audio_m\m01\m01180402510.wav,data\labels\uniform_audio_mz\m01180402510.lab,data\transcripts\text\m01\m01180402510.txt,train
m01180402511,m01,data\raw\audio_m\m01\m01180402511.wav,data\labels\uniform_audio_mz\m01180402511.lab,data\transcripts\text\m01\m01180402511.txt,train
m01180402512,m01,data\raw\audio_m\m01\m01180402512.wav,data\labels\uniform_audio_mz\m01180402512.lab,data\transcripts\text\m01\m01180402512.txt,train
m01180402513,m01,data\raw\audio_m\m01\m01180402513.wav,data\labels\uniform_audio_mz\m01180402513.lab,data\transcripts\text\m01\m01180402513.txt,train
m01180402514,m01,data\raw\audio_m\m01\m01180402514.wav,data\labels\uniform_audio_mz\m01180402514.lab,data\transcripts\text\m01\m01180402514.txt,train
m01180402515,m01,data\raw\audio_m\m01\m01180402515.wav,data\labels\uniform_audio_mz\m01180402515.lab,data\transcripts\text\m01\m01180402515.txt,train
m01180402516,m01,data\raw\audio_m\m01\m01180402516.wav,data\labels\uniform_audio_mz\m01180402516.lab,data\transcripts\text\m01\m01180402516.txt,val
m01210103101,m01,data\raw\audio_m\m01\m01210103101.wav,data\labels\uniform_audio_mz\m01210103101.lab,data\transcripts\text\m01\m01210103101.txt,train
m01210103102,m01,data\raw\audio_m\m01\m01210103102.wav,data\labels\uniform_audio_mz\m01210103102.lab,data\transcripts\text\m01\m01210103102.txt,val
m01210103103,m01,data\raw\audio_m\m01\m01210103103.wav,data\labels\uniform_audio_mz\m01210103103.lab,data\transcripts\text\m01\m01210103103.txt,train
m01210103104,m01,data\raw\audio_m\m01\m01210103104.wav,data\labels\uniform_audio_mz\m01210103104.lab,data\transcripts\text\m01\m01210103104.txt,train
m01210105301,m01,data\raw\audio_m\m01\m01210105301.wav,data\labels\uniform_audio_mz\m01210105301.lab,data\transcripts\text\m01\m01210105301.txt,train
