start,end,phone,mean_log_likelihood
9.046000480651855,9.053999900817871,u:,-37.10013198852539
9.053999900817871,9.069999694824219,u,-41.018348693847656
9.070000648498535,9.093999862670898,g,-45.62294896443685
9.093999862670898,9.101999282836914,u,-44.84975051879883
9.10200023651123,9.118000030517578,g,-48.77179527282715
9.118000030517578,9.125999450683594,m,-41.70841598510742
9.12600040435791,9.141999244689941,u,-47.936819076538086
9.142000198364258,9.149999618530273,i,-44.18740463256836
9.15000057220459,9.157999992370605,u,-36.49687957763672
9.157999992370605,9.165999412536621,m,-49.84636688232422
9.166000366210938,9.182000160217285,b,-60.50761413574219
9.182000160217285,9.229999542236328,i:,-53.671653747558594
9.230000495910645,9.23799991607666,j,-44.056148529052734
9.23799991607666,9.253999710083008,i:,-48.21055603027344
9.254000663757324,9.269999504089355,j,-46.40186309814453
9.270000457763672,9.302000045776367,u,-54.22045040130615
9.302000045776367,9.309999465942383,u:,-50.98908615112305
9.3100004196167,9.317999839782715,u,-56.763633728027344
9.317999839782715,9.32599925994873,g,-51.54443359375
9.326000213623047,9.333999633789062,u:,-55.00544357299805
9.334000587463379,9.357999801635742,u,-59.34789911905924
9.358000755310059,9.366000175476074,b,-72.18292236328125
9.366000175476074,9.37399959564209,u,-59.78581619262695
9.374000549316406,9.413999557495117,l,-47.28331832885742
9.414000511169434,9.42199993133545,i,-46.29652786254883
9.42199993133545,9.429999351501465,i:,-45.308536529541016
9.430000305175781,9.446000099182129,i,-48.11321258544922
9.446000099182129,9.461999893188477,h,-36.13368606567383
9.461999893188477,9.469999313354492,dz,-40.45307159423828
9.470000267028809,9.477999687194824,h,-44.21702575683594
9.47800064086914,9.517999649047852,i,-37.72500381469727
9.518000602722168,9.557999610900879,h,-51.12418823242187
9.558000564575195,9.565999984741211,i,-51.342079162597656
9.565999984741211,9.581999778747559,d,-46.456336975097656
9.582000732421875,9.717999458312988,c,-42.974585364846625
9.718000411987305,9.765999794006348,j,-55.673030853271484
9.766000747680664,9.781999588012695,h,-52.79220771789551
9.782000541687012,9.789999961853027,u,-59.84452819824219
9.789999961853027,9.797999382019043,m,-54.555789947509766
9.79800033569336,9.805999755859375,i,-51.31636047363281
9.806000709533691,9.821999549865723,p,-44.84228706359863
9.822000503540039,9.83799934387207,t,-38.37080955505371
9.838000297546387,9.845999717712402,m,-38.52403259277344
9.846000671386719,9.86199951171875,t,-35.831865310668945
9.862000465393066,9.877999305725098,p,-36.29836654663086
9.878000259399414,9.88599967956543,t,-34.646690368652344
9.886000633239746,9.901999473571777,e,-36.30167770385742
9.902000427246094,9.90999984741211,a,-34.81187438964844
9.90999984741211,9.941999435424805,e,-36.619784355163574
9.942000389099121,9.981999397277832,t,-37.69479522705078
